,access_code,date_last_confirmed,expected_date,fuel_type_code,id,open_date,owner_type_code,status_code,station_name,updated_at,facility_type,geocode_status,city,state,street_address,zip,country,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_network_ids,hy_is_retail,hy_pressures,hy_standards,hy_status_link,federal_agency,lon,lat
95,public,2020-03-03,,ELEC,25519,2016-02-01,LG,E,Citrus Heights City Hall,2020-03-03T21:13:47Z,MUNI_GOV,GPS,Citrus Heights,CA,6360 Fountain Square Dr,95621,US,['J1772'],,,2.0,Non-Networked,,1 SP Inductive,Free,,,,,,,,-121.297614,38.682605
96,public,2019-06-06,,ELEC,25520,2004-06-15,LG,E,Pitt School Plaza,2020-08-11T19:55:32Z,SHOPPING_CENTER,200-9,Dixon,CA,1440 Ary Ln,95620,US,['NEMA520'],,1.0,,Non-Networked,,1 SP Inductive  1 Tesla Conductive,Free,,,,,,,,-121.842567,38.457369
97,public,2019-09-09,,ELEC,25522,2004-05-15,LG,E,El Dorado County Government Center,2020-01-21T18:34:38Z,MUNI_GOV,GPS,Placerville,CA,2850 Fairlane Ct,95667,US,['J1772'],,,3.0,Non-Networked,,,Free,,,,,,,,-120.828,38.72799
98,public,2019-09-09,,ELEC,25523,2012-05-01,LG,E,El Dorado Transit Park & Ride,2020-01-21T18:34:38Z,MUNI_GOV,GPS,El Dorado Hills,CA,4640 Post St,95762,US,['J1772'],,,2.0,Non-Networked,,,Free,,,,,,,,-121.067,38.6476
99,private,2019-02-06,,ELEC,25525,2012-05-10,P,E,Elk Grove Kia,2020-01-21T18:34:38Z,CAR_DEALER,GPS,Elk Grove,CA,8480 Laguna Grove Dr,95758,US,['J1772'],,,1.0,Non-Networked,,,,,,,,,,,-121.391,38.40553
100,public,2019-02-06,,ELEC,25527,1998-06-15,P,E,CVS Pharmacy,2020-01-21T18:34:38Z,CONVENIENCE_STORE,GPS,Granite Bay,CA,8455 Auburn-Folsom Rd,95746,US,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,-121.17,38.74453
101,public,2020-03-03,,ELEC,25610,2004-07-15,P,E,Carmichael Library,2020-03-03T21:13:47Z,LIBRARY,GPS,Carmichael,CA,5605 Marconi Ave,95608,US,['J1772'],,,1.0,Non-Networked,,1 SP Inductive,Free,,,,,,,,-121.334337,38.618066
102,public,2019-05-09,,ELEC,27302,2006-08-15,LG,E,Rio Vista City Hall,2020-01-21T18:34:38Z,MUNI_GOV,GPS,Rio Vista,CA,1 Main St,94571,US,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,-121.69,38.15485
103,public,2019-11-08,,ELEC,27328,2012-08-27,LG,E,Fairfield City Hall,2020-01-21T18:34:38Z,MUNI_GOV,200-8,Fairfield,CA,1000 Webster St,94533,US,['J1772'],,,2.0,Non-Networked,,,Free,,,,,,,,-122.044229,38.25281
104,public,2020-07-13,,ELEC,27329,2005-07-15,LG,E,Solano Community College,2020-07-13T20:30:49Z,COLLEGE_CAMPUS,GPS,Fairfield,CA,4000 Suisun Valley Rd,94534,US,['J1772'],,,3.0,Non-Networked,,1 SP Inductive,Free,,,,,,,,-122.123,38.23723
105,public,2019-06-06,,ELEC,27335,2005-07-15,LG,E,Vallejo Ferry Terminal,2020-08-11T19:55:32Z,TRAVEL_CENTER,200-8,Vallejo,CA,495 Mare Island Way,94590,US,,,,,Non-Networked,,2 SP Inductive  1 Avcon Conductive  1 Tesla Conductive,Free,,,,,,,,-122.265895,38.105062
106,public,2020-07-13,,HY,27339,2003-01-01,SG,E,University of California Irvine,2020-07-13T20:30:49Z,COLLEGE_CAMPUS,200-8,Irvine,CA,19172 Jamboree Rd,92612,US,,,,,,,,,,,True,"['350', '700']",['J2601'],http://m.cafcp.org/content/uc-irvine,,-117.856388,33.663511
107,public,2020-07-13,,ELEC,28007,2011-02-15,LG,E,Los Angeles International Airport (LAX) - Lot 1,2020-07-13T20:30:49Z,AIRPORT,GPS,Los Angeles,CA,1 World Way,90045,US,['J1772'],,,20.0,Non-Networked,,,Free,,,,,,,,-118.399767,33.944761
108,private,2019-06-06,,ELEC,29862,2006-08-15,LG,E,City of Vacaville - Police Headquarters,2020-08-11T19:55:32Z,MUNI_GOV,200-8,Vacaville,CA,660 Merchant St,95688,US,,,,,Non-Networked,,2 SP Inductive,Free,,,,,,,,-121.993654,38.35109
109,public,2020-12-03,,HY,30131,2017-08-21,P,E,Shell - Torrance,2020-12-03T22:33:12Z,GAS_STATION,200-8,Torrance,CA,2051 W 190th St,90504,US,,,,,,,,,,,True,"['350', '700']",['J2601'],http://m.cafcp.org/content/torrance,,-118.31461,33.858556
110,private,2020-01-13,,ELEC,32850,2008-01-15,T,E,Southern California Edison - Sacramento Office,2020-07-20T18:42:03Z,UTILITY,200-9,Sacramento,CA,1201 K St,95831,US,['J1772'],,,1.0,Non-Networked,,,,,,,,,,,-121.491058,38.578568
111,private,2020-09-03,,ELEC,33177,2016-10-15,LG,E,LADWP - Boylston,2020-09-03T19:35:48Z,UTILITY,200-8,Los Angeles,CA,1141 W 2nd St,90026,US,['J1772'],,,1.0,Non-Networked,,,,,,,,,,,-118.256812,34.059047
112,private,2020-09-03,,ELEC,33178,1999-10-15,LG,E,LADWP - Central District,2020-09-03T19:35:48Z,UTILITY,200-8,Los Angeles,CA,1350 S Wall St,90015,US,['J1772'],,,21.0,Non-Networked,,,,,,,,,,,-118.256673,34.033898
113,private,2020-09-03,,ELEC,33179,2016-01-01,LG,E,LADWP - Lincoln Heights District,2020-09-03T19:35:48Z,UTILITY,200-8,Los Angeles,CA,3101 Artesian St,90031,US,['J1772'],,,67.0,Non-Networked,,,,,,,,,,,-118.21713,34.081998
114,private,2020-09-03,,ELEC,33180,2016-01-01,LG,E,LADWP - Receiving Station C,2020-09-03T19:35:48Z,UTILITY,200-8,Wilmington,CA,900 E Lomita Blvd,90744,US,['J1772'],,,2.0,Non-Networked,,,,,,,,,,,-118.257977,33.799476
115,private,2020-09-03,,ELEC,33182,2019-05-06,LG,E,LADWP - Valley Center Admin Lot,2020-09-03T19:35:48Z,UTILITY,200-8,Van Nuys,CA,14401 Saticoy St,91405,US,"['CHADEMO', 'J1772']",1.0,,56.0,Non-Networked,,,,,,,,,,,-118.444358,34.208708
116,private,2020-09-03,,ELEC,33183,1999-10-15,LG,E,LADWP - Valley Generating Station,2020-09-03T19:35:48Z,UTILITY,200-8,Sun Valley,CA,11801 Sheldon St,91352,US,['J1772'],,,17.0,Non-Networked,,,,,,,,,,,-118.390147,34.241928
117,public,2019-05-09,,ELEC,33544,2008-11-30,LG,E,City of Ukiah - Public Parking Lot,2020-01-21T18:34:38Z,PARKING_LOT,GPS,Ukiah,CA,N Oak St & W Standley St,95482,US,['J1772'],,,1.0,Non-Networked,,1 SP Inductive,Free,,,,,,,,-123.2091,39.15
118,public,2019-06-06,,ELEC,33545,2008-12-15,P,E,Nut Tree Village,2020-08-11T19:55:32Z,SHOPPING_CENTER,200-9,Vacaville,CA,1651 E Monte Vista Ave,95688,US,"['J1772', 'NEMA515']",,1.0,1.0,Non-Networked,,1 SP Inductive,Free,,,,,,,,-121.961192,38.368755
119,public,2019-02-06,,ELEC,33550,2008-11-30,LG,E,Placer County Community Development Resource Center,2020-12-11T22:54:20Z,MUNI_GOV,GPS,Auburn,CA,3091 County Center Dr,95603,US,['J1772'],,,3.0,Non-Networked,,,Free,,,,,,,,-121.1054805,38.9412492
120,public,2019-09-09,,ELEC,33555,2008-12-01,P,E,4th and G Plaza Public Parking Garage,2020-01-21T18:34:38Z,PARKING_GARAGE,GPS,Davis,CA,4th St & G St,95616,US,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,-121.7388,38.54643
121,public,2019-11-08,,ELEC,33556,2008-12-01,P,E,Davis Amtrak Station,2020-01-21T18:34:38Z,PAY_LOT,GPS,Davis,CA,840 2nd St,95616,US,['J1772'],,,2.0,Non-Networked,,1 SP Inductive,Free,,,,,,,,-121.738,38.5443
122,public,2019-11-08,,ELEC,33557,2008-12-01,P,E,University of California - Davis,2020-11-25T00:12:23Z,COLLEGE_CAMPUS,200-8,Davis,CA,6 Howard Way,95616,US,"['J1772', 'NEMA520']",,2.0,4.0,Non-Networked,,,$9 parking fee,,,,,,,,-121.75014,38.543997
123,public,2019-09-09,,ELEC,33558,2008-12-01,P,E,University Covenant Church,2020-01-21T18:34:38Z,PLACE_OF_WORSHIP,GPS,Davis,CA,315 Mace Blvd,95618,US,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,-121.6947,38.55755
124,public,2019-02-06,,ELEC,33559,1998-06-15,P,E,Wildhorse Golf Club,2020-01-21T18:34:38Z,REC_SPORTS_FACILITY,200-9,Davis,CA,2323 Rockwell Dr,95618,US,['J1772'],,,2.0,Non-Networked,,,Free,,,,,,,,-121.721373,38.569412
125,public,2019-02-06,,ELEC,33563,2008-11-30,P,E,Ciudad del Rey Motel & Trailer Park,2020-12-06T18:55:32Z,HOTEL,GPS,King City,CA,50557 Wild Horse Rd,93930,US,,,,,Non-Networked,,6 Conductive 120V/240V NEMA 14-50,$25 per session,,,,,,,,-121.075858,36.188975
126,public,2019-12-12,,ELEC,33564,2012-10-25,P,E,Lakewood Center Mall,2020-01-21T18:34:38Z,SHOPPING_MALL,GPS,Lakewood,CA,4500 Silva St,90712,US,['J1772'],,,2.0,Non-Networked,,,Free,,,,,,,,-118.13889,33.84788
127,public,2020-07-13,,HY,33581,2018-12-24,P,E,Los Angeles International Airport,2020-07-13T20:30:49Z,AIRPORT,200-9,Los Angeles,CA,10400 Aviation Blvd,90045,US,,,,,,,,,,,True,"['350', '700']",['J2601'],http://m.cafcp.org/content/lax,,-118.377866,33.941383
128,private,2019-02-06,,HY,33582,2006-01-01,FG,E,Camp Pendleton,2020-01-21T18:34:38Z,MIL_BASE,GPS,Oceanside,CA,Camp Pendleton Marine Corp Base,92054,US,,,,,,,,,,,False,,,http://cafcp.org/stations/oceanside-camp-pendleton,"{'id': 26, 'code': 'USMC', 'name': 'United States Marine Corps'}",-117.3870303174439,33.21444165971035
129,public,2020-08-05,,ELEC,33690,2008-12-31,P,E,Golden Gate Ferry Terminal,2020-08-05T19:05:18Z,PARKING_LOT,GPS,Larkspur,CA,101 E Sir Francis Drake Blvd,94939,US,['J1772'],,,1.0,Non-Networked,,1 SP Inductive,$2 parking fee,,,,,,,,-122.5096,37.94495
130,public,2020-07-13,,ELEC,33695,2012-12-20,LG,E,Oakland International Airport - Daily Lot,2020-07-13T20:30:49Z,AIRPORT,GPS,Oakland,CA,1 Airport Dr,94621,US,['J1772'],,,2.0,Non-Networked,,,Free,,,,,,,,-122.2087,37.7136
131,public,2020-10-09,,ELEC,35146,2009-05-01,LG,E,Fairfield Transportation Center,2020-10-09T12:41:43Z,TRAVEL_CENTER,GPS,Fairfield,CA,2000 Cadenasso Dr,94533,US,['J1772'],,,2.0,Non-Networked,,2 Tesla Conductive,Free,,,,,,,,-122.0678,38.2482
132,private,2019-11-08,,ELEC,35149,2009-08-15,LG,E,San Francisco City Hall,2020-01-21T18:34:38Z,MUNI_GOV,GPS,San Francisco,CA,1 Dr Carlton B Goodlet Pl,94102,US,['J1772'],,,1.0,Non-Networked,,,,,,,,,,,-122.418,37.77913
133,public,2019-11-08,,ELEC,35470,2009-12-15,P,E,Rabobank - Salinas,2020-01-21T18:34:38Z,BANK,GPS,Salinas,CA,1285 N Davis Rd,93907,US,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,-121.6673,36.70104
134,public,2019-11-08,,ELEC,35560,2000-04-15,P,E,Home Depot,2020-01-21T18:34:38Z,SHOPPING_CENTER,200-9,San Luis Obispo,CA,1551 Froom Ranch Way,93405,US,['J1772'],,,2.0,Non-Networked,,,Free,,,,,,,,-120.689683,35.249929
135,public,2019-11-08,,ELEC,35561,2000-04-15,P,E,San Luis Obispo Promenade - Bed Bath & Beyond,2020-01-21T18:34:38Z,SHOPPING_CENTER,GPS,San Luis Obispo,CA,319 Madonna Rd,93401,US,['J1772'],,,4.0,Non-Networked,,,Free,,,,,,,,-120.676,35.25982
136,public,2019-02-06,,ELEC,36610,,P,T,Goleta Mechanics Bank,2020-12-14T21:00:05Z,BANK,200-9,Goleta,CA,5956 Calle Real,93117,US,['J1772'],,,1.0,Non-Networked,,,Free,SOLAR,,,,,,,-119.829553,34.44198
137,private,2020-08-05,,ELEC,38314,2011-03-15,P,E,ClipperCreek Headquarters,2020-08-05T19:05:18Z,OFFICE_BLDG,200-9,Auburn,CA,11850 Kemper Rd,95603,US,['J1772'],,,12.0,Non-Networked,,,Free,,,,,,,,-121.092282,38.930776
138,public,2020-10-09,,ELEC,38379,2010-11-15,P,E,Toyota of Santa Monica,2020-10-09T12:41:43Z,CAR_DEALER,200-9,Santa Monica,CA,801 Santa Monica Blvd,90401,US,['J1772'],,,3.0,Non-Networked,,,,,,,,,,,-118.49151,34.019875
139,public,2019-09-09,,ELEC,38517,2011-02-01,P,E,Parc 55 Hotel,2020-12-06T19:03:22Z,HOTEL,200-9,San Francisco,CA,55 Cyril Magnin,94102,US,['J1772'],,,1.0,Non-Networked,,,,,,,,,,,-122.408991,37.784871
140,public,2020-08-05,,ELEC,38518,2011-02-01,P,E,Beach & Hyde Garage,2020-08-05T19:05:18Z,PAY_GARAGE,200-8,San Francisco,CA,655 Beach St,94109,US,['J1772'],,,5.0,Non-Networked,,,Free,,,,,,,,-122.419488,37.806798
141,public,2020-07-13,,ELEC,38521,2010-11-15,LG,E,City of Santa Monica - Civic Parking Garage,2020-07-13T20:30:49Z,MUNI_GOV,GPS,Santa Monica,CA,333 Civic Center Dr,90401,US,"['CHADEMO', 'J1772']",2.0,,12.0,Non-Networked,,,Free,SOLAR,,,,,,,-118.4898,34.010528
142,public,2020-07-13,,ELEC,39314,2011-05-15,P,E,Super 8 - Ukiah,2020-07-13T20:30:49Z,HOTEL,GPS,Ukiah,CA,693 S Orchard Ave,95482,US,['J1772'],,,1.0,Non-Networked,,,$10 per session,,,,,,,,-123.198497,39.1458
143,public,2020-06-09,,ELEC,39870,2011-03-15,P,E,Antioch Nissan,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Antioch,CA,1831 Auto Center Dr,94509,US,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,-121.832042,38.007799
144,public,2020-06-09,,ELEC,39871,2011-03-15,P,E,Nissan of Bakersfield,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Bakersfield,CA,2800 Pacheco Rd,93313,US,"['CHADEMO', 'J1772']",1.0,,1.0,Non-Networked,,,Free,,,,,,,,-119.035324,35.310723
145,public,2020-06-09,,ELEC,39872,2011-03-15,P,E,Buena Park Nissan,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Buena Park,CA,6501 Auto Center Dr,90621,US,['J1772'],,,3.0,Non-Networked,,,Free,,,,,,,,-117.995215,33.865497
146,public,2020-06-09,,ELEC,39873,2011-03-15,P,E,Carson Nissan,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Carson,CA,1505 E 223rd St,90745,US,['J1772'],,,2.0,Non-Networked,,,Free,,,,,,,,-118.245675,33.824968
147,public,2020-06-09,,ELEC,39874,2011-03-15,P,E,Palm Springs Nissan,2020-06-09T16:47:26Z,CAR_DEALER,GPS,Cathedral City,CA,68177 Kyle Rd,92234,US,"['CHADEMO', 'J1772']",1.0,,1.0,Non-Networked,,,Free,,,,,,,,-116.471,33.78414
148,public,2020-06-09,,ELEC,39875,2011-03-15,P,E,Cerritos Nissan,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Cerritos,CA,18707 Studebaker Rd,90703,US,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,-118.100471,33.861544
149,public,2020-06-09,,ELEC,39876,2011-03-15,P,E,Chico Nissan,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Chico,CA,575 Manzanita Ave,95926,US,['J1772'],,,3.0,Non-Networked,,,Free,,,,,,,,-121.843715,39.756332
150,public,2020-06-09,,ELEC,39877,2011-03-15,P,E,Puente Hills Nissan,2020-06-09T16:47:26Z,CAR_DEALER,GPS,City of Industry,CA,17320 E Gale Ave,91748,US,['J1772'],,,2.0,Non-Networked,,,Free,,,,,,,,-117.928216,33.997621
151,public,2020-06-09,,ELEC,39878,2011-03-15,P,E,Lithia Nissan - Clovis,2020-06-09T16:47:26Z,CAR_DEALER,GPS,Clovis,CA,370 W Herndon Ave,93612,US,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,-119.717629,36.836818
152,public,2020-06-09,,ELEC,39879,2011-03-15,P,E,Nissan of Serramonte,2020-06-09T16:47:26Z,CAR_DEALER,200-8,Colma,CA,1500 Collins Ave,94014,US,"['CHADEMO', 'J1772']",1.0,,1.0,Non-Networked,,,Free,,,,,,,,-122.463541,37.671267
153,public,2020-06-09,,ELEC,39880,2011-03-15,P,E,Autocom Nissan - Concord,2020-06-09T16:47:26Z,CAR_DEALER,200-8,Concord,CA,1290 Concord Ave,94520,US,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,-122.050128,37.980192
154,public,2020-06-09,,ELEC,39881,2011-03-15,P,E,Larry H Miller Nissan,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Corona,CA,2575 Wardlow Rd,92882,US,"['CHADEMO', 'J1772']",1.0,,2.0,Non-Networked,,,Free,,,,,,,,-117.615292,33.88309
155,public,2020-06-09,,ELEC,39882,2011-03-15,P,E,Orange Coast Nissan,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Costa Mesa,CA,2850 Harbor Blvd,92626,US,['J1772'],,,2.0,Non-Networked,,,Free,,,,,,,,-117.918684,33.675397
156,public,2020-06-09,,ELEC,39883,2011-03-15,P,E,Hanlees Nissan,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Davis,CA,5009 Chiles Rd,95618,US,"['CHADEMO', 'J1772']",1.0,,1.0,Non-Networked,,,Free,,,,,,,,-121.691555,38.55252
157,public,2020-06-09,,ELEC,39884,2011-03-15,P,E,Downey Nissan,2020-06-09T16:47:26Z,CAR_DEALER,200-8,Downey,CA,7321 Firestone Blvd,90241,US,['J1772'],,,4.0,Non-Networked,,,Free,,,,,,,,-118.151166,33.9473
158,public,2020-12-03,,ELEC,39885,2011-03-15,P,E,Nissan of Duarte,2020-12-03T22:33:12Z,CAR_DEALER,GPS,Duarte,CA,1434 Buena Vista St,91010,US,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,-117.975944,34.136553
159,public,2020-06-09,,ELEC,39886,2011-03-15,P,E,Mossy Nissan - El Cajon,2020-06-09T16:47:26Z,CAR_DEALER,200-9,El Cajon,CA,1170 W Main St,92020,US,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,-116.976156,32.795896
160,public,2020-06-09,,ELEC,39887,2011-03-15,P,E,Ross Nissan of El Monte,2020-06-09T16:47:26Z,CAR_DEALER,200-9,El Monte,CA,3428 N Peck Rd,91731,US,['J1772'],,,2.0,Non-Networked,,,Free,,,,,,,,-118.026911,34.069536
161,public,2020-06-09,,ELEC,39888,2011-03-15,P,E,Nissan of Elk Grove,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Elk Grove,CA,8590 Laguna Grove Dr,95757,US,"['CHADEMO', 'J1772']",1.0,,4.0,Non-Networked,,,Free,,,,,,,,-121.385527,38.402217
162,public,2020-06-09,,ELEC,39889,2011-03-15,P,E,Mossy Nissan - Escondido,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Escondido,CA,1546 Auto Park Way,92029,US,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,-117.106837,33.116492
163,public,2020-06-09,,ELEC,39890,2011-03-15,P,E,McCrea Nissan,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Eureka,CA,601 7th St,95501,US,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,-124.164405,40.800562
164,public,2020-06-09,,ELEC,39891,2011-03-15,P,E,Future Nissan of Folsom,2020-06-09T16:47:26Z,CAR_DEALER,GPS,Folsom,CA,12610 Auto Mall Cir,95630,US,"['CHADEMO', 'J1772']",1.0,,3.0,Non-Networked,,,Free,,,,,,,,-121.204871,38.634132
165,public,2020-06-09,,ELEC,39892,2011-03-15,P,E,Fontana Nissan,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Fontana,CA,16444 S Highland Ave,92336,US,['J1772'],,,2.0,Non-Networked,,,Free,,,,,,,,-117.445732,34.135345
166,public,2020-06-09,,ELEC,39893,2011-03-15,P,E,Premier Nissan of Fremont,2020-06-09T16:47:26Z,CAR_DEALER,GPS,Fremont,CA,5701 Cushing Pkwy,94538,US,['J1772'],,,2.0,Non-Networked,,,Free,,,,,,,,-121.9576,37.489389
167,public,2020-06-09,,ELEC,39894,2011-03-15,P,E,Lithia Nissan - Fresno,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Fresno,CA,5580 N Blackstone Ave,93710,US,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,-119.789796,36.818622
168,public,2020-06-09,,ELEC,39895,2011-03-15,P,E,Imperio Nissan of Garden Grove,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Garden Grove,CA,9222 Trask Ave,92844,US,"['CHADEMO', 'J1772']",1.0,,2.0,Non-Networked,,,Free,,,,,,,,-117.968337,33.766376
169,public,2020-06-09,,ELEC,39896,2011-03-15,P,E,Gardena Nissan,2020-06-09T16:47:26Z,CAR_DEALER,200-8,Gardena,CA,1670 W Redondo Beach Blvd,90247,US,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,-118.307028,33.889201
170,public,2020-06-09,,ELEC,39897,2011-03-15,P,E,South County Nissan,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Gilroy,CA,400 Automall Dr,95020,US,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,-121.558573,36.996869
171,public,2020-06-09,,ELEC,39898,2011-03-15,P,E,Glendale Nissan,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Glendale,CA,727 S Brand Blvd,91204,US,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,-118.25536,34.137054
172,public,2020-06-09,,ELEC,39899,2011-03-15,P,E,Santa Barbara Nissan,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Goleta,CA,425 S Kellogg Ave,93117,US,['J1772'],,,3.0,Non-Networked,,,Free,,,,,,,,-119.820934,34.43427
173,public,2020-06-09,,ELEC,39901,2011-03-15,P,E,Hayward Nissan,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Hayward,CA,24644 Mission Blvd,94544,US,"['CHADEMO', 'J1772']",1.0,,2.0,Non-Networked,,,Free,,,,,,,,-122.075178,37.662305
174,public,2020-06-09,,ELEC,39902,2011-03-15,P,E,Pedder Nissan,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Hemet,CA,200 Carriage Cir,92545,US,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,-117.031718,33.741163
175,public,2020-06-09,,ELEC,39903,2011-03-15,P,E,Surf City Nissan,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Huntington Beach,CA,17331 Beach Blvd,92647,US,"['CHADEMO', 'J1772']",1.0,,2.0,Non-Networked,,,Free,,,,,,,,-117.989861,33.71069
176,public,2020-06-09,,ELEC,39904,2011-03-15,P,E,Nissan of Irvine,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Irvine,CA,32 Auto Center Dr,92618,US,"['CHADEMO', 'J1772']",1.0,,2.0,Non-Networked,,,,,,,,,,,-117.723298,33.632505
177,public,2020-06-09,,ELEC,39905,2011-03-15,P,E,Torre Nissan,2020-06-09T16:47:26Z,CAR_DEALER,GPS,La Quinta,CA,79125 Highway 111,92253,US,"['CHADEMO', 'J1772']",1.0,,2.0,Non-Networked,,,Free,,,,,,,,-116.283712,33.70711
178,public,2020-06-09,,ELEC,39906,2011-03-15,P,E,Nissan of Downtown Los Angeles,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Los Angeles,CA,635 W Washington Blvd,90015,US,"['CHADEMO', 'J1772']",1.0,,1.0,Non-Networked,,,Free,,,,,,,,-118.273229,34.035168
179,public,2020-06-09,,ELEC,39907,2011-03-15,P,E,Universal City Nissan,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Los Angeles,CA,3550 Cahuenga Blvd W,90068,US,"['CHADEMO', 'J1772', 'J1772COMBO']",2.0,,2.0,Non-Networked,,,Free,,,,,,,,-118.356601,34.133446
180,public,2020-06-09,,ELEC,39908,2011-03-15,P,E,Razzari Nissan,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Merced,CA,1675 Auto Center Dr,95340,US,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,-120.502428,37.305891
181,public,2020-06-09,,ELEC,39910,2011-03-15,P,E,Nissan of Mission Hills,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Mission Hills,CA,11000 Sepulveda Blvd,91345,US,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,-118.466606,34.269809
182,public,2020-06-09,,ELEC,39911,2011-03-15,P,E,Central Valley Nissan,2020-06-09T16:47:26Z,CAR_DEALER,200-8,Modesto,CA,4530 McHenry Ave,95356,US,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,-120.99471,37.705119
183,public,2020-06-09,,ELEC,39912,2019-11-08,P,E,Metro Nissan of Montclair,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Montclair,CA,9440 Autoplex Dr,91763,US,"['CHADEMO', 'J1772']",1.0,,1.0,Non-Networked,,,Free,,,,,,,,-117.694876,34.082404
184,public,2020-06-09,,ELEC,39913,2011-03-15,P,E,Metro Nissan of Redlands,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Redlands,CA,1665 Industrial Park Ave,92374,US,"['CHADEMO', 'J1772']",1.0,,3.0,Non-Networked,,,Free,,,,,,,,-117.212007,34.065387
185,public,2020-06-09,,ELEC,39914,2011-03-15,P,E,Napa Nissan,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Napa,CA,510 Soscol Ave,94559,US,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,-122.277767,38.292706
186,public,2020-06-09,,ELEC,39915,2011-03-15,P,E,Mossy Nissan,2020-06-09T16:47:26Z,CAR_DEALER,200-9,National City,CA,2700 National City Blvd,91950,US,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,-117.100836,32.659001
187,public,2020-06-09,,ELEC,39916,2011-03-15,P,E,Mossy Nissan - Oceanside,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Oceanside,CA,3535 College Blvd,92056,US,"['CHADEMO', 'J1772']",1.0,,2.0,Non-Networked,,,Free,,,,,,,,-117.298334,33.181953
188,public,2020-06-09,,ELEC,39917,2011-03-15,P,E,Stadium Nissan,2020-06-09T16:47:26Z,CAR_DEALER,200-9,Orange,CA,1140 W Katella Ave,92867,US,"['CHADEMO', 'J1772']",1.0,,2.0,Non-Networked,,,Free,,,,,,,,-117.864434,33.80857
189,public,2020-12-03,,ELEC,39918,2011-03-15,P,E,Team Nissan,2020-12-03T22:33:12Z,CAR_DEALER,GPS,Oxnard,CA,1801 Auto Center Dr,93036,US,"['CHADEMO', 'J1772']",1.0,,1.0,Non-Networked,,,Free,,,,,,,,-119.150217,34.22771
190,public,2020-10-09,,ELEC,39919,2011-03-15,P,E,Antelope Valley Nissan,2020-10-09T12:41:43Z,CAR_DEALER,GPS,Palmdale,CA,451 Auto Center Dr,93551,US,"['CHADEMO', 'J1772']",1.0,,2.0,Non-Networked,,,Free,,,,,,,,-118.138184,34.591173
